2,1,58,63,67,70,57,62,67,71,59,61,66,67,63,68,71,76,1
2,19,58,62,64,69,63,67,70,75,63,64,67,68,63,67,68,72,0
2,53,58,60,65,68,61,62,67,70,59,61,66,70,63,65,68,71,1
2,91,58,63,64,67,57,62,66,69,62,67,68,72,58,61,65,67,1
2,107,58,60,63,68,55,57,62,66,52,57,62,64,49,54,55,58,0
2,12,58,63,64,69,61,63,64,66,65,68,73,74,69,71,74,76,1
2,16,58,63,67,71,53,58,60,63,49,54,57,62,52,56,59,62,-1
2,20,58,61,64,67,62,66,68,69,62,67,69,73,60,62,64,66,-1
2,160,58,63,64,65,56,60,64,66,55,59,64,69,57,60,64,65,0
2,102,58,60,61,63,53,55,56,58,58,62,65,67,54,58,63,64,1
2,60,58,59,63,64,60,61,64,69,62,65,66,71,57,59,62,66,0
2,52,58,62,64,68,60,64,68,70,65,70,74,75,67,71,73,75,1
2,38,58,59,60,61,62,63,68,73,62,63,68,69,60,62,63,67,1
2,48,58,59,60,63,57,62,66,68,59,64,65,68,55,60,63,64,-1
2,100,58,59,61,66,54,56,61,62,49,51,55,60,49,50,55,58,0
2,51,58,60,64,65,58,63,68,69,62,67,71,73,57,62,64,68,-1
2,32,58,62,63,65,60,64,67,68,57,58,59,61,59,63,66,69,-1
2,136,58,59,63,67,62,64,67,69,60,61,64,68,61,64,66,70,0
2,220,58,59,61,65,56,60,64,66,52,56,59,60,55,58,61,62,0
2,21,58,62,66,70,57,58,61,66,55,57,62,65,52,54,58,61,1
2,157,58,61,63,65,62,63,65,70,63,66,71,73,64,65,67,68,0
2,95,58,60,61,66,54,58,63,68,59,63,68,73,62,66,69,74,1
2,7,58,63,67,70,53,54,57,59,54,58,62,63,59,63,65,66,-1
2,117,58,61,63,68,63,67,69,71,59,62,65,67,57,59,62,65,1
2,76,58,60,64,67,55,60,61,64,52,57,60,62,57,60,62,66,1
2,93,58,63,64,66,63,64,66,71,58,63,67,68,53,56,59,62,0
2,27,58,61,65,70,59,63,64,69,55,60,62,64,54,55,57,61,0
2,24,58,59,64,69,62,67,69,71,66,67,71,72,67,68,71,73,-1
2,209,58,63,64,67,56,61,65,66,51,53,58,60,54,59,64,65,0
2,36,58,60,65,66,62,64,67,69,67,69,74,75,71,76,81,83,-1
2,92,58,59,60,65,59,62,64,66,59,63,68,70,57,60,62,66,0
2,71,58,63,65,67,60,63,66,70,65,69,72,73,63,66,70,75,1
2,55,58,60,64,68,62,63,64,69,57,59,61,66,54,55,59,64,0
2,22,58,63,64,69,53,54,57,60,50,55,57,62,48,49,51,52,-1
2,75,58,59,61,65,56,57,61,63,51,53,56,60,46,50,55,58,1
2,17,58,63,65,68,61,63,66,67,64,69,70,74,62,67,69,73,-1
2,25,58,63,65,67,54,55,56,61,58,59,60,63,56,61,66,70,0
2,118,58,63,65,67,60,64,65,70,62,63,64,65,60,62,65,69,0
2,114,58,59,62,64,55,60,61,63,51,53,56,57,47,50,55,57,0
2,105,58,63,68,72,56,58,63,65,56,59,62,63,55,57,60,63,1
2,188,58,62,63,67,62,63,65,66,61,63,67,71,62,63,64,68,0
2,9,58,59,64,69,62,64,65,69,60,65,66,69,57,62,63,66,-1
2,47,58,60,63,64,55,56,59,62,57,62,64,69,58,62,64,65,1
2,29,58,61,63,68,53,57,58,60,49,53,56,61,50,52,53,54,1
2,33,58,63,67,68,62,67,70,72,65,70,74,77,64,68,70,74,-1
2,61,58,62,66,71,63,68,71,76,60,65,69,72,57,61,63,64,1
2,28,58,59,61,66,63,65,68,72,63,66,68,69,60,61,63,66,0
2,31,58,63,64,65,63,64,69,70,60,62,66,70,63,65,67,70,1
2,54,58,59,63,66,55,57,59,64,55,57,61,65,55,59,63,65,-1
2,30,58,60,65,66,60,65,67,70,64,65,70,72,69,71,72,74,-1
2,14,58,59,64,68,56,61,63,64,53,54,55,60,57,61,63,68,-1
2,112,58,62,64,65,58,62,64,66,61,62,64,67,62,65,66,69,1
2,212,58,61,63,66,56,60,65,66,58,63,66,67,61,66,69,74,0
2,13,58,59,62,64,62,67,68,71,63,65,69,70,67,69,71,72,-1
