4,42,58,63,67,69,61,65,66,69,56,61,64,68,51,54,57,61,0
4,54,58,59,63,66,55,57,59,64,55,57,61,65,55,59,63,65,-1
4,220,58,59,61,65,56,60,64,66,52,56,59,60,55,58,61,62,0
4,61,58,62,66,71,63,68,71,76,60,65,69,72,57,61,63,64,1
4,38,58,59,60,61,62,63,68,73,62,63,68,69,60,62,63,67,1
4,40,58,63,66,68,62,65,66,70,67,71,75,76,62,63,68,70,0
4,127,58,59,62,66,59,64,69,72,64,67,71,76,65,69,73,78,0
4,3,58,63,67,69,61,65,69,70,65,70,74,75,62,64,67,72,1
4,157,58,61,63,65,62,63,65,70,63,66,71,73,64,65,67,68,0
4,112,58,62,64,65,58,62,64,66,61,62,64,67,62,65,66,69,1
4,53,58,60,65,68,61,62,67,70,59,61,66,70,63,65,68,71,1
4,30,58,60,65,66,60,65,67,70,64,65,70,72,69,71,72,74,-1
4,76,58,60,64,67,55,60,61,64,52,57,60,62,57,60,62,66,1
4,93,58,63,64,66,63,64,66,71,58,63,67,68,53,56,59,62,0
4,75,58,59,61,65,56,57,61,63,51,53,56,60,46,50,55,58,1
4,2,58,61,64,69,55,57,60,62,52,56,61,63,48,52,53,58,-1
4,92,58,59,60,65,59,62,64,66,59,63,68,70,57,60,62,66,0
4,35,58,60,64,67,53,56,60,65,52,53,57,60,50,54,59,62,0
4,49,58,59,63,66,63,66,70,72,68,72,74,77,68,69,72,77,0
4,50,58,60,63,64,53,54,56,57,48,50,51,53,53,55,57,61,-1
4,95,58,60,61,66,54,58,63,68,59,63,68,73,62,66,69,74,1
4,59,58,59,62,66,54,57,62,64,56,59,62,63,56,61,63,66,-1
4,100,58,59,61,66,54,56,61,62,49,51,55,60,49,50,55,58,0
4,11,58,59,62,66,57,60,65,66,56,60,64,65,52,55,60,61,-1
4,113,58,61,62,66,58,61,63,65,56,58,63,66,55,60,65,67,0
4,31,58,63,64,65,63,64,69,70,60,62,66,70,63,65,67,70,1
4,108,58,60,64,65,61,63,65,67,59,63,68,70,56,58,61,64,1
4,43,58,60,63,68,60,61,63,65,61,62,67,72,64,69,74,78,-1
4,105,58,63,68,72,56,58,63,65,56,59,62,63,55,57,60,63,1
4,209,58,63,64,67,56,61,65,66,51,53,58,60,54,59,64,65,0
4,136,58,59,63,67,62,64,67,69,60,61,64,68,61,64,66,70,0
4,117,58,61,63,68,63,67,69,71,59,62,65,67,57,59,62,65,1
4,103,58,60,63,66,58,62,65,69,53,58,62,67,57,59,60,65,1
4,107,58,60,63,68,55,57,62,66,52,57,62,64,49,54,55,58,0
4,21,58,62,66,70,57,58,61,66,55,57,62,65,52,54,58,61,1
4,118,58,63,65,67,60,64,65,70,62,63,64,65,60,62,65,69,0
4,188,58,62,63,67,62,63,65,66,61,63,67,71,62,63,64,68,0
4,39,58,61,63,66,59,63,67,68,64,67,72,75,65,66,67,72,-1
4,57,58,62,66,70,56,61,65,70,51,53,56,61,48,53,55,60,-1
4,17,58,63,65,68,61,63,66,67,64,69,70,74,62,67,69,73,-1
4,58,58,62,66,70,54,56,59,63,55,60,62,64,55,57,60,64,-1
4,47,58,60,63,64,55,56,59,62,57,62,64,69,58,62,64,65,1
4,91,58,63,64,67,57,62,66,69,62,67,68,72,58,61,65,67,1
4,84,58,61,64,66,59,60,64,68,61,66,69,73,65,69,73,75,1
4,187,58,61,62,67,62,63,66,70,66,70,72,73,68,72,76,77,0
4,168,58,59,60,64,55,60,63,66,56,57,61,66,53,56,60,61,0
4,22,58,63,64,69,53,54,57,60,50,55,57,62,48,49,51,52,-1
4,77,58,61,64,69,59,64,68,69,62,65,68,73,57,60,65,69,0
4,63,58,59,61,64,59,60,61,63,55,58,59,60,58,61,65,67,1
4,5,58,60,65,66,59,61,65,66,63,67,69,71,61,66,71,75,-1
4,46,58,59,62,65,56,57,61,62,60,64,66,70,58,63,66,68,-1
4,24,58,59,64,69,62,67,69,71,66,67,71,72,67,68,71,73,-1
4,29,58,61,63,68,53,57,58,60,49,53,56,61,50,52,53,54,1
4,4,58,62,66,70,54,59,63,64,59,61,65,68,61,64,69,71,1
4,160,58,63,64,65,56,60,64,66,55,59,64,69,57,60,64,65,0
4,44,58,59,62,63,55,56,57,59,56,61,66,68,61,64,65,69,-1
4,26,58,62,66,68,54,57,60,62,52,56,60,64,47,52,56,61,0
4,23,58,62,64,66,61,65,66,69,66,67,69,74,61,62,66,67,-1
4,51,58,60,64,65,58,63,68,69,62,67,71,73,57,62,64,68,-1
4,70,58,62,64,66,63,66,67,72,66,69,72,76,71,76,80,83,1
4,27,58,61,65,70,59,63,64,69,55,60,62,64,54,55,57,61,0
4,16,58,63,67,71,53,58,60,63,49,54,57,62,52,56,59,62,-1
