4,18,58,63,66,71,63,67,68,69,64,67,72,77,63,66,68,71,-1
4,15,58,61,64,65,54,55,58,60,59,63,68,70,56,61,64,67,0
4,14,58,59,64,68,56,61,63,64,53,54,55,60,57,61,63,68,-1
4,32,58,62,63,65,60,64,67,68,57,58,59,61,59,63,66,69,-1
4,6,58,61,64,66,60,65,68,69,63,65,67,71,58,63,64,68,-1
4,114,58,59,62,64,55,60,61,63,51,53,56,57,47,50,55,57,0
4,19,58,62,64,69,63,67,70,75,63,64,67,68,63,67,68,72,0
4,1,58,63,67,70,57,62,67,71,59,61,66,67,63,68,71,76,1
4,36,58,60,65,66,62,64,67,69,67,69,74,75,71,76,81,83,-1
4,48,58,59,60,63,57,62,66,68,59,64,65,68,55,60,63,64,-1
4,0,58,62,67,70,59,60,62,63,58,63,68,72,61,64,67,70,1
4,102,58,60,61,63,53,55,56,58,58,62,65,67,54,58,63,64,1
4,126,58,60,63,65,61,62,66,69,65,68,72,74,70,72,73,75,0
4,124,58,59,60,65,54,59,60,62,53,55,58,63,56,58,62,66,1
4,71,58,63,65,67,60,63,66,70,65,69,72,73,63,66,70,75,1
4,55,58,60,64,68,62,63,64,69,57,59,61,66,54,55,59,64,0
4,60,58,59,63,64,60,61,64,69,62,65,66,71,57,59,62,66,0
4,8,58,62,63,67,60,65,67,68,60,62,64,66,60,64,68,69,0
4,73,58,59,60,65,61,62,66,70,60,64,65,68,57,62,64,67,1
4,20,58,61,64,67,62,66,68,69,62,67,69,73,60,62,64,66,-1
4,110,58,62,65,70,54,55,59,61,55,57,60,64,58,61,62,66,1
4,45,58,59,60,61,56,57,58,60,51,56,58,59,56,59,63,66,-1
4,9,58,59,64,69,62,64,65,69,60,65,66,69,57,62,63,66,-1
4,52,58,62,64,68,60,64,68,70,65,70,74,75,67,71,73,75,1
4,37,58,63,65,70,62,63,67,69,61,63,68,73,62,67,69,71,1
4,25,58,63,65,67,54,55,56,61,58,59,60,63,56,61,66,70,0
4,34,58,60,65,70,63,65,67,70,60,63,68,70,55,58,60,64,1
4,28,58,59,61,66,63,65,68,72,63,66,68,69,60,61,63,66,0
4,41,58,59,61,65,57,61,64,69,54,57,59,62,57,62,65,69,1
4,12,58,63,64,69,61,63,64,66,65,68,73,74,69,71,74,76,1
4,10,58,61,63,66,54,55,58,59,54,59,62,65,57,62,66,71,-1
4,33,58,63,67,68,62,67,70,72,65,70,74,77,64,68,70,74,-1
4,13,58,59,62,64,62,67,68,71,63,65,69,70,67,69,71,72,-1
4,125,58,61,65,68,56,61,64,69,53,54,56,60,54,59,62,63,0
4,56,58,60,63,66,58,61,62,63,61,62,66,68,60,61,64,69,-1
4,212,58,61,63,66,56,60,65,66,58,63,66,67,61,66,69,74,0
4,7,58,63,67,70,53,54,57,59,54,58,62,63,59,63,65,66,-1
